Feature1,Feature2
102.43751886141546,-16.451898649717776
115.06614410633381,-15.174565155975968
96.13931464849588,-1.5688492786909691
85.36060913802562,-11.7466512637683
81.15130705253355,-5.429205558076982
110.20549022694476,0.13669083419427608
104.8123820541386,7.615793145174614
108.16319072396894,-18.427514406356043
88.51856646035642,11.976415956361706
85.45485902347079,5.116015579636311
80.58178662671527,-16.729638722045124
94.02350235226388,14.943144964271092
103.59670747418532,16.834896021272527
95.68976180398928,-17.55688160580545
97.49899688094916,-8.924894074111851
116.16634777974994,12.248051191722453
93.93021868093201,9.930387615346334
100.55957956639243,-12.619159225744907
111.34612050964571,-11.626027066531588
95.8617112928508,-5.181115888344721
104.88346800911494,-0.6190805923591469
114.4945483498698,4.730190861211838
117.98082494630569,-5.243454417209104
